Unnamed: 0,playlist_url,playlist_name,track_name,track_popularity,artist_name,album,album_cover,artist_genres,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre
4qDHt2ClApBBzDAvhNGWFd,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Crab Rave,66,Noisestorm,Crab Rave,https://i.scdn.co/image/ab67616d0000b273428b65f827217fe824aaa2bd,"['chillstep', 'complextro', 'dancefloor dnb', 'edm', 'electro house', 'gaming edm', 'speedrun']",52,0.768,0.933,2,-2.95,0,0.0385,0.206,0.915,0.0833,0.245,124.996,161280,4,edm
6wUK8WB3cbNUAAGjNmKy3M,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Suffocate,56,Kayzo,Suffocate,https://i.scdn.co/image/ab67616d0000b27383b23e605f2f8a88b86dbfe7,"['brostep', 'dubstep', 'edm', 'electro house', 'electronic trap']",56,0.638,0.961,7,-1.726,1,0.3,0.0144,0.00141,0.175,0.664,150.065,179200,4,edm
6OiOs0sxOk3vxuEjFBwAhn,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,where r u,47,Kill Paris,where r u,https://i.scdn.co/image/ab67616d0000b273c15d7aeaa04fa4c73f0b7b4c,"['chillstep', 'complextro', 'edm', 'electro house', 'filthstep', 'future bass', 'gaming edm', 'melodic dubstep', 'pop edm', 'vapor twitch']",40,0.637,0.526,7,-8.86,1,0.0677,0.0336,0.424,0.148,0.156,106.998,194579,4,edm
3ISiZ0GzocM9ssIwqRn1AW,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,"All of Me (feat. Logic, ROZES)",61,Big Gigantic,Brighter Future,https://i.scdn.co/image/ab67616d0000b27308d3350237e8848fa76f596e,"['edm', 'electronic trap', 'electropop', 'vapor twitch']",56,0.627,0.878,10,-3.014,0,0.0409,0.00188,0.0,0.228,0.208,142.043,228169,4,edm
74cvkvTVxAXCew97vBnYiy,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Notorious,57,Malaa,Notorious,https://i.scdn.co/image/ab67616d0000b273fd6a92dc492a84439b53f251,"['bass house', 'edm', 'electro house', 'electronic trap']",54,0.813,0.569,2,-6.068,1,0.0468,0.0508,0.0016,0.056,0.18,123.028,271219,4,edm
5L8R2cyft2HfQ1IlfVAbcz,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Salta,59,Sultan + Shepard,"Something, Everything",https://i.scdn.co/image/ab67616d0000b27375c9b3b8c868f711c831aecc,"['canadian electronic', 'edm', 'progressive house', 'tropical house']",57,0.653,0.604,7,-10.177,0,0.0327,0.0448,0.908,0.255,0.0768,119.98,222250,4,edm
5WA3rl0o0RJwdhsB2T7p1k,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Am I Dreaming (feat. Megan Brands),52,Mike Mago,Am I Dreaming (feat. Megan Brands),https://i.scdn.co/image/ab67616d0000b273bf4cdb28d48ea5e9bfc12f95,"['deep groove house', 'deep tropical house', 'edm', 'electro house', 'house', 'pop dance', 'pop edm', 'tropical house']",47,0.627,0.823,1,-5.82,1,0.0647,0.00768,5.7e-05,0.322,0.247,123.904,177097,4,edm
4b93D55xv3YCH5mT4p6HPn,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Ocean Drive,70,Duke Dumont,Duality,https://i.scdn.co/image/ab67616d0000b2733ce84b2c05a3bac3d48c8217,"['destroy techno', 'edm', 'electro house', 'house', 'pop dance', 'progressive house', 'tropical house']",65,0.67,0.776,8,-4.091,0,0.047,0.00388,0.000184,0.122,0.624,115.034,206320,4,edm
0P2sfcfRD0lWw4b8eXegmR,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Exploration of Space,56,Cosmic Gate,Exploration of Space,https://i.scdn.co/image/ab67616d0000b27321ec69b635b2cf2c60052d56,"['edm', 'german techno', 'german trance', 'pop dance', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",52,0.631,0.912,9,-7.591,0,0.0362,0.0346,0.539,0.0729,0.329,138.043,216360,4,edm
3uUuGVFu1V7jTQL60S1r8z,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Where Are You Now,89,Lost Frequencies,Where Are You Now,https://i.scdn.co/image/ab67616d0000b2738d7a7f1855b04104ba59c18b,"['belgian edm', 'edm', 'pop', 'pop dance', 'tropical house']",77,0.671,0.636,6,-8.117,0,0.103,0.515,0.000411,0.172,0.262,120.966,148197,4,edm
7xBtsvU7AWX4pYP02SXEtF,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Another You,59,BONNIE X CLYDE,Another You,https://i.scdn.co/image/ab67616d0000b273830385bc7f59ff9de165e95f,"['edm', 'electra', 'electronic trap', 'pop dance', 'pop edm']",49,0.655,0.787,0,-7.466,1,0.0439,0.158,0.177,0.129,0.0394,122.044,169180,4,edm
46xkXPGjR9Ig9BcaTUNus3,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Your Song,63,Rita Ora,Phoenix (Deluxe Edition),https://i.scdn.co/image/ab67616d0000b273f1b136eb0388414a8225a348,"['dance pop', 'edm', 'electropop', 'pop', 'pop rap', 'post-teen pop', 'tropical house', 'uk pop']",72,0.853,0.571,1,-5.845,1,0.0543,0.133,0.0,0.0564,0.958,117.991,180160,4,edm
1UtRBq2n0IlQNA1WI3axWX,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Deep End,45,William Black,Pieces,https://i.scdn.co/image/ab67616d0000b2734cae64780023f5d32c303c0b,"['edm', 'melodic dubstep', 'pop dance', 'pop edm']",52,0.63,0.706,5,-5.989,1,0.0289,0.0991,0.0,0.119,0.215,114.028,208421,4,edm
0yotOi6EFaBal5Gy7YVcuI,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Spacetime (feat. NEVVE),53,Subtronics,FRACTALS,https://i.scdn.co/image/ab67616d0000b2731d3c06f26fdacb59741828e5,"['dubstep', 'edm', 'electro house']",59,0.709,0.802,4,-1.146,0,0.137,0.0877,1.43e-05,0.323,0.546,140.072,168000,4,edm
3V2cgvvI483DKomiZBYsAA,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Bangarang (feat. Sirah),47,Skrillex,Bangarang EP,https://i.scdn.co/image/ab67616d0000b2738be3db07c7a82b7e962f75d0,"['brostep', 'complextro', 'edm', 'electro']",75,0.716,0.972,7,-2.302,1,0.196,0.0145,3.22e-05,0.317,0.576,110.026,215253,4,edm
6Rxa3iS3kpo9iTHg97Vxo3,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Nasty,48,Datsik,Sensei,https://i.scdn.co/image/ab67616d0000b273ca197cd5f765441c09bb0d96,"['breakbeat', 'brostep', 'canadian electronic', 'edm', 'electro house', 'electronic trap', 'filthstep']",45,0.461,0.964,1,-3.275,1,0.223,0.00025,0.3,0.247,0.0558,112.586,217600,3,edm
2aXC0fD6qziwlOZZqhCqTd,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Dive,72,Hot Shade,Dive,https://i.scdn.co/image/ab67616d0000b273c4c0104ba8a799d375aaeb00,"['edm', 'pop dance', 'pop edm', 'tropical house']",61,0.654,0.787,4,-4.999,1,0.0502,0.00515,0.0,0.144,0.409,123.979,164490,4,edm
5zVvXq9yXpRFPv1yPvUItO,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Return from the Sand Sea,42,Markus Schulz,Return from the Sand Sea,https://i.scdn.co/image/ab67616d0000b2730e83fb6cfe2a611f90db1cae,"['edm', 'pop dance', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",49,0.567,0.96,1,-9.777,1,0.0573,0.0269,0.854,0.114,0.0562,127.997,213750,4,edm
7mA03cPnG3UkLgf1ed87fI,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Gipsy,58,Moksi,The Return of House Music,https://i.scdn.co/image/ab67616d0000b2737633bacd1df5c4cff71c4240,"['bass house', 'dutch edm', 'edm', 'electro house', 'electronic trap']",52,0.671,0.685,2,-7.893,1,0.0347,0.0116,0.336,0.297,0.0802,123.948,268077,4,edm
6TaqooOXAEcijL6G1AWS2K,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,All My Friends (feat. Tinashe & Chance the Rapper),72,Snakehips,All My Friends (feat. Tinashe & Chance the Rapper),https://i.scdn.co/image/ab67616d0000b273b7c1b8d64563e06b4b0c7919,"['edm', 'electro house', 'pop', 'pop dance', 'tropical house']",62,0.681,0.521,0,-5.849,1,0.141,0.12,8.41e-05,0.108,0.181,94.997,229747,4,edm
6rSYTRD8LrmNjeMw4ldqET,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Red Alert,32,Bear Grillz,Prismata (Dark),https://i.scdn.co/image/ab67616d0000b2738d7eaad027ce644d79f238f6,"['brostep', 'dubstep', 'edm', 'electro house', 'electronic trap', 'gaming dubstep', 'melodic dubstep']",46,0.579,0.999,11,-0.784,1,0.129,0.018,0.521,0.319,0.427,144.047,166667,4,edm
63bR379dNknfAws2hBBsq7,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Surface,58,Aero Chord,Surface,https://i.scdn.co/image/ab67616d0000b2733f347472fbda7a278597efff,"['bass trap', 'edm', 'gaming edm', 'traprun']",50,0.573,0.735,2,-4.132,1,0.0428,0.0445,0.865,0.187,0.246,170.007,254118,4,edm
4OpPtBlAU2ayk7rS0SyxlM,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Unicorn Zombie Apocalypse,51,Borgore,Unicorn Zombie Apocalypse,https://i.scdn.co/image/ab67616d0000b2733be7cf95db77cb0322c9203f,"['brostep', 'classic dubstep', 'dubstep', 'edm', 'electro house', 'electronic trap']",51,0.676,0.885,1,-2.946,1,0.0658,0.00425,0.861,0.0519,0.185,128.04,277500,4,edm
2OYgoG7jqfMXsUaQfgROtw,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Eternity (feat. Dayce Williams),52,NURKO,Eternity (feat. Dayce Williams),https://i.scdn.co/image/ab67616d0000b2732bce63abd87b82b8852aedcc,"['edm', 'future bass', 'melodic dubstep', 'pop dance', 'pop edm']",52,0.459,0.71,2,-7.1,1,0.0472,0.177,0.0,0.116,0.369,146.97,229695,4,edm
5q7AR3TkyCxlgxAjBMu4yL,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Therapy,59,Conro,Level Days,https://i.scdn.co/image/ab67616d0000b2735db0e158c9343c8fada495d6,"['canadian electronic', 'edm', 'electro house', 'future bass', 'gaming edm', 'pop edm']",51,0.745,0.6,1,-8.863,1,0.118,0.0162,0.00271,0.0628,0.921,99.975,186150,4,edm
7uKjjI2a4Ia8nHKzgdya1y,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Fogo (feat. Julimar Santos),53,Garmiani,Fogo (feat. Julimar Santos),https://i.scdn.co/image/ab67616d0000b273d757c8017adfcf3cbca0b225,"['edm', 'electro house', 'pop dance']",49,0.748,0.973,5,-2.557,0,0.104,0.0987,0.0301,0.325,0.672,128.059,148242,4,edm
7nDQMtLxu94xtlTR8bEqjU,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Faded,23,ZHU,Faded,https://i.scdn.co/image/ab67616d0000b2737b730a450d048646b7472425,"['edm', 'electro house']",65,0.861,0.475,9,-7.195,0,0.0487,0.00865,0.119,0.122,0.599,124.96,223387,4,edm
46LTPfvrxlgNLyIGBup4O2,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Teenage Crime,48,Adrian Lux,Adrian Lux,https://i.scdn.co/image/ab67616d0000b273fbb35fef34df7e6d7bb4fc41,"['edm', 'progressive electro house']",43,0.647,0.843,2,-4.801,1,0.0364,0.0192,0.686,0.104,0.328,128.015,168920,4,edm
0ZXdzaT1k688dkpNeEgQiV,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,I Don't Know Why,69,NOTD,I Don't Know Why,https://i.scdn.co/image/ab67616d0000b273d766fd9e96ce4be7776759a4,"['alt z', 'dance pop', 'edm', 'electro house', 'electropop', 'pop', 'pop dance', 'tropical house', 'uk pop']",67,0.499,0.898,8,-4.181,0,0.124,0.124,7.2e-06,0.0832,0.618,120.04,207668,4,edm
0lYBSQXN6rCTvUZvg9S0lU,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Let Me Love You,83,DJ Snake,Encore,https://i.scdn.co/image/ab67616d0000b273212d776c31027c511f0ee3bc,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance', 'pop rap']",77,0.649,0.716,8,-5.371,1,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,205947,4,edm
208pNiAVE5sFwtUoQuKu5f,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Electric Lady,46,Barely Alive,Electric Lady,https://i.scdn.co/image/ab67616d0000b273a77ac69d7bb2627344f99a7f,"['brostep', 'dubstep', 'edm', 'electro house', 'electronic trap', 'gaming dubstep', 'melodic dubstep']",48,0.456,0.834,3,-4.873,0,0.0673,0.0213,0.00214,0.126,0.165,75.018,200800,4,edm
6OAk8W4ebDp8UgOj6IBClU,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Be Alone,51,Oliver Smith,Be Alone,https://i.scdn.co/image/ab67616d0000b273769a865cdf2e2929a7906114,"['edm', 'pop dance', 'progressive house', 'progressive trance', 'trance', 'uplifting trance']",43,0.567,0.967,11,-4.142,0,0.0475,0.0108,0.0228,0.314,0.177,125.0,219615,4,edm
2zenXe3zo8bO6AvN3pYGRH,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,You and I,53,Wahlstedt,Lucidfantasy,https://i.scdn.co/image/ab67616d0000b2737a5cd29e48226b1b80367d55,"['edm', 'electro house', 'pop dance', 'pop edm', 'tropical house']",50,0.774,0.8,11,-2.716,0,0.0311,0.0746,4.42e-06,0.0703,0.444,124.957,154560,4,edm
2VJ8G0LeX2hu7RWc4suNhe,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Freaks - Radio Edit,57,Timmy Trumpet,Freaks (Radio Edit),https://i.scdn.co/image/ab67616d0000b27394bd8f29415366a27d13eab7,"['australian dance', 'big room', 'edm', 'electro house', 'melbourne bounce', 'melbourne bounce international', 'pop dance']",72,0.886,0.967,4,-0.776,1,0.142,0.0157,0.389,0.239,0.745,128.1,168750,4,edm
3Up1MsHqcxUVgB2iuqFRq2,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Shut The World Out,54,Kasbo,The Making of a Paracosm,https://i.scdn.co/image/ab67616d0000b2736d2ea01f1b5163f4a0df48a2,"['edm', 'electropop', 'future bass', 'indie electropop', 'indie poptimism', 'pop dance', 'pop edm', 'swedish electropop', 'tropical house', 'vapor soul', 'vapor twitch']",54,0.496,0.679,8,-6.893,1,0.0345,0.0308,0.00327,0.316,0.224,105.059,268966,4,edm
1n0R2OhsCJSRzPOhzuEUc0,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Perfect Crime,52,Nause,Perfect Crime,https://i.scdn.co/image/ab67616d0000b273cff752d70243ee49bcb5214f,"['edm', 'pop dance', 'progressive electro house', 'swedish pop']",46,0.63,0.808,3,-5.324,1,0.0417,0.00649,1.3e-05,0.0762,0.394,130.041,214619,4,edm
1VxQboO0KAsIm8MjSShBJv,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Jungle Juice,53,Ganja White Night,Jungle Juice,https://i.scdn.co/image/ab67616d0000b273b8916bf004a5f1b1e7cd06f1,"['brostep', 'edm', 'electro house', 'electronic trap']",51,0.645,0.662,10,-5.899,0,0.0446,0.0208,0.227,0.109,0.231,72.533,274967,4,edm
4Q6b6mAjV9cEECioJ9thlE,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,No Regrets,49,Jeffrey Sutorius,No Regrets,https://i.scdn.co/image/ab67616d0000b2735f749c03ad83836dad513c8e,"['edm', 'pop dance', 'pop edm']",41,0.703,0.901,2,-2.303,1,0.0384,0.063,0.0,0.0618,0.876,105.059,133714,4,edm
1ZJFc8isFWKXtN1BlE20fX,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Come Home,54,ALPHA 9,Come Home,https://i.scdn.co/image/ab67616d0000b273db39af08ade538c391639999,"['edm', 'pop dance', 'progressive house', 'progressive trance', 'russian trance', 'trance', 'uplifting trance']",46,0.519,0.827,4,-6.908,0,0.0451,0.038,0.911,0.177,0.0361,128.059,226889,4,edm
6waIROrW41DqlgD1Kh5TqO,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Homeless,58,Mr. Belt & Wezol,Homeless,https://i.scdn.co/image/ab67616d0000b273460a6b31a32dd55f2149dfcf,"['deep groove house', 'disco house', 'dutch edm', 'edm', 'electro house', 'house', 'pop dance', 'tropical house']",52,0.443,0.881,2,-4.574,0,0.0696,0.0711,0.114,0.0692,0.744,120.942,228241,4,edm
0dDGl66J8riMFyp2yUn88W,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Say It Again,60,Will Sparks,Say It Again,https://i.scdn.co/image/ab67616d0000b273dc2862bc4d54ce2b802fa166,"['big room', 'edm', 'electro house', 'melbourne bounce', 'melbourne bounce international', 'pop dance']",60,0.635,0.983,1,-6.252,0,0.0516,0.199,0.852,0.419,0.035,132.004,207273,4,edm
1JNYSJHAL2mQmWERXl03aZ,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Stockholm,42,BROHUG,Lockdown,https://i.scdn.co/image/ab67616d0000b27357629e12917b39ccf4097a4d,"['bass house', 'edm', 'electro house']",46,0.724,0.969,10,-4.729,0,0.13,0.00259,0.0486,0.064,0.463,125.006,197760,4,edm
5MAM4PXb95MPl2JWSlMI6L,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Against The Sun,50,Rootkit,Against The Sun,https://i.scdn.co/image/ab67616d0000b273ba142e514f30ec2c89ddf482,"['chillstep', 'complextro', 'edm', 'electro house', 'future bass', 'gaming edm', 'melodic dubstep']",46,0.325,0.663,11,-5.869,0,0.074,0.0313,0.0101,0.0737,0.147,174.04,212288,4,edm
6RUKPb4LETWmmr3iAEQktW,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Something Just Like This,84,The Chainsmokers,Memories...Do Not Open,https://i.scdn.co/image/ab67616d0000b2730c13d3d5a503c84fcc60ae94,"['dance pop', 'edm', 'electropop', 'pop', 'pop dance', 'tropical house']",80,0.617,0.635,11,-6.769,0,0.0317,0.0498,1.44e-05,0.164,0.446,103.019,247160,4,edm
72gv4zhNvRVdQA0eOenCal,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Symphony (feat. Zara Larsson),75,Clean Bandit,What Is Love? (Deluxe Edition),https://i.scdn.co/image/ab67616d0000b27337fb0680110fbb107740de5d,"['dance pop', 'edm', 'pop', 'pop dance', 'tropical house', 'uk dance', 'uk funky', 'uk pop']",75,0.715,0.605,0,-5.128,0,0.0428,0.239,1.41e-05,0.189,0.454,122.956,212733,4,edm
05Z9XLTEN2aJx3y6YWlGoJ,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Piece Of Art,50,Kryder,Piece Of Art,https://i.scdn.co/image/ab67616d0000b27350ce00becadbcdeb2cab406c,"['edm', 'electro house', 'progressive electro house', 'progressive house']",49,0.586,0.897,8,-5.9,1,0.0461,0.0917,0.568,0.223,0.242,124.01,196752,4,edm
2R81XYNFqkLyemIxYb9aF7,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Fire Blazing,52,Dropgun,Fire Blazing,https://i.scdn.co/image/ab67616d0000b273e2e13c1a64d4c0303d7fcea2,"['edm', 'electro house', 'pop dance', 'pop edm', 'russian edm', 'sky room']",48,0.557,0.876,2,-3.014,0,0.0368,0.00928,0.00416,0.298,0.368,140.012,140571,4,edm
6btkdvumrTmcFzy3oFpZqS,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Thief - Flux Pavilion Remix,59,Ookay,Thief (Flux Pavilion Remix),https://i.scdn.co/image/ab67616d0000b2733f2978579b3d22a66e9ebbb5,"['dubstep', 'edm', 'electronic trap', 'future bass', 'vapor twitch']",50,0.55,0.858,6,-2.58,1,0.0357,0.041,0.199,0.0562,0.577,145.169,271749,4,edm
6B6jWtgW9ZCocu0alFox1m,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Kenshō,48,Fatum,Kenshō,https://i.scdn.co/image/ab67616d0000b27386561c4d798d5dffe91c5c25,"['edm', 'pop dance', 'progressive house', 'progressive trance', 'trance']",44,0.573,0.894,1,-8.824,1,0.0385,0.00634,0.847,0.12,0.0402,124.019,220161,4,edm
6qLM7FY8SPWYIyKKhzzVO0,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Here With Me,56,PEEKABOO,Here With Me,https://i.scdn.co/image/ab67616d0000b27387a33b530269a5414cdc0d97,"['brostep', 'dubstep', 'edm', 'electro house', 'electronic trap']",50,0.64,0.59,1,-2.502,0,0.0691,0.0495,0.206,0.144,0.103,90.047,224000,4,edm
2pPO9YecZimmuVQfIzfV6U,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Wasted Love (feat. Lagique),75,Ofenbach,Wasted Love (feat. Lagique),https://i.scdn.co/image/ab67616d0000b273632e5aeca45b4cf0b9c08fcc,"['dance pop', 'edm', 'electro house', 'pop', 'pop dance', 'tropical house']",70,0.734,0.855,6,-4.578,0,0.135,0.0821,4.73e-06,0.0901,0.54,121.955,139563,4,edm
0tAFy8LVdMQgW6A6Nq7olS,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Do You?,62,TroyBoi,"V!BEZ, Vol. 3",https://i.scdn.co/image/ab67616d0000b2736e54fc0b329c20c3024f02c5,"['bass trap', 'edm', 'electro house', 'electronic trap']",61,0.827,0.518,10,-8.156,0,0.343,0.164,0.375,0.61,0.584,80.729,195791,4,edm
7BzNk9qiJyUMxydktfP0Xl,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Alive,43,SNAILS,Alive,https://i.scdn.co/image/ab67616d0000b273fc55dc1dbea8b5352fa9ff88,"['brostep', 'canadian electronic', 'dubstep', 'edm', 'electro house', 'electronic trap', 'gaming dubstep']",45,0.438,0.972,5,-1.505,0,0.218,0.0283,0.0,0.152,0.242,150.128,220800,4,edm
3OgRWuUOktuBGTING1oPld,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,About Me,52,Koven,About Me,https://i.scdn.co/image/ab67616d0000b273539dcbf2ec29e5b77c7644a0,"['chillstep', 'edm', 'electro house', 'melodic dubstep']",55,0.517,0.943,8,-2.044,1,0.17,0.00216,0.0,0.0801,0.48,180.201,154000,4,edm
0rx151vVaaAAFNgrB53Ps0,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Pressure,39,Draper,Pressure,https://i.scdn.co/image/ab67616d0000b273fc4fb81a626e8a0dfee628b1,"['chillstep', 'complextro', 'edm', 'electro house', 'future bass', 'gaming edm', 'melodic dubstep', 'pop edm']",37,0.476,0.692,6,-5.776,0,0.0329,0.0171,1.82e-05,0.138,0.492,139.877,318537,4,edm
3XByNLxWrV2ujzJskDGhS5,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Rare,39,Going Quantum,Rare,https://i.scdn.co/image/ab67616d0000b273b98a57322c31ad4708ac33cb,"['edm', 'electro house', 'gaming edm']",31,0.576,0.914,2,-2.868,1,0.0353,0.00152,0.789,0.0536,0.309,79.996,247500,4,edm
5LNPEJ6scc19YXfivgWPAC,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Pain Killer,52,Grabbitz,Time Isn't Real,https://i.scdn.co/image/ab67616d0000b2731840ec1301edc46f94c6309e,"['brostep', 'edm', 'electro house', 'gaming edm']",60,0.677,0.569,2,-5.811,1,0.0425,0.191,0.0,0.0745,0.337,99.987,212947,4,edm
09PXdHV9UTx8IdyC5RNyC8,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Death Rattle,46,Blanke,Change & Decay,https://i.scdn.co/image/ab67616d0000b2737d809f2737d35a30a8686b9a,"['dubstep', 'edm', 'electro house', 'future bass', 'melodic dubstep']",53,0.676,0.953,6,-3.949,1,0.168,0.00107,0.461,0.226,0.153,174.0,210347,4,edm
3tCJOzicyEdN3CzbLvKVxZ,https://open.spotify.com/playlist/3pDxuMpz94eDs7WFqudTbZ?si=c78819ec60064730,The Sound of EDM,Vibe Check,51,GRiZ,Rainbow Brain,https://i.scdn.co/image/ab67616d0000b2733162adab44a7b757b9a52be8,"['edm', 'electropop', 'jamtronica', 'jazztronica', 'livetronica']",60,0.736,0.945,0,-0.751,1,0.145,0.0176,0.00486,0.315,0.391,149.901,169600,4,edm
