track_name,track_popularity,artist_name,album,artist_genres,artist_popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,genre,artist_encoded,album_encoded
The Song Is You,37,Dakota Staton,Time To Swing,"['adult standards', 'contemporary vocal jazz', 'lounge', 'vocal jazz']",40,0.6,0.531,0.18181818181818182,0.7685079585461397,1,0.104,0.878,0.0,0.17,0.75,0.765636927205015,0.09284056917614827,3,8,1204,9345
Easy Living,37,Monica Zetterlund,Swedish Sensation,"['classic swedish pop', 'swedish jazz']",43,0.423,0.212,0.45454545454545453,0.6830961471711212,0,0.0333,0.909,4.53e-05,0.116,0.2,0.6487647752770004,0.23602010008107127,4,8,3605,8198
Please Be Kind,37,Peggy Lee,The Man I Love,"['adult standards', 'lounge', 'soul', 'swing', 'torch song', 'vocal jazz']",57,0.201,0.228,0.7272727272727273,0.6070064957604007,1,0.0332,0.954,0.0189,0.112,0.0863,0.4529504290902362,0.17693103351877218,4,8,3971,8901
A Time For Love,37,Jamie Cullum,Pointless Nostalgic,"['adult standards', 'contemporary vocal jazz', 'jazz pop', 'neo mellow', 'vocal jazz']",57,0.451,0.144,0.45454545454545453,0.6333118460851886,1,0.0372,0.966,4.37e-05,0.107,0.203,0.7465996622793829,0.2144474574375891,4,8,2367,6669
Let's Call The Whole Thing Off,37,Fred Astaire,Mr. Top Hat,"['adult standards', 'lounge', 'swing', 'vintage hollywood', 'vocal jazz']",46,0.811,0.155,0.45454545454545453,0.537759706451133,0,0.153,0.907,3.47e-05,0.157,0.488,0.6378119867687541,0.1851220262223589,4,8,1848,5772
But Beautiful,37,Lorez Alexandria,More Of The Great,"['adult standards', 'contemporary vocal jazz', 'vocal jazz']",42,0.507,0.0591,0.0,0.538577874745872,1,0.0351,0.894,1.39e-05,0.158,0.191,0.6076137493927969,0.1785524586955914,4,8,3152,5702
Alone Together,48,Chet Baker,The Art Of The Ballad,"['adult standards', 'cool jazz', 'jazz', 'jazz trumpet', 'vocal jazz']",62,0.442,0.0235,0.18181818181818182,0.4666782367233599,0,0.0368,0.875,0.345,0.0826,0.181,0.6445201360135089,0.2859390288222303,4,8,952,8465
Stardust,48,Lester Young,The President Plays With The Oscar Peterson Trio,"['bebop', 'big band', 'hard bop', 'jazz', 'jazz saxophone', 'stride', 'swing', 'vocal jazz']",49,0.474,0.0494,0.9090909090909091,0.4994049685129171,0,0.0912,0.984,0.749,0.106,0.226,0.3601987000069395,0.14858404853093288,4,8,3061,9003
Stormy Weather,46,Red Garland Trio,All Kinds Of Weather,"['bebop', 'hard bop', 'jazz', 'jazz trio', 'stride']",38,0.531,0.128,0.18181818181818182,0.5029751574354143,0,0.0424,0.946,0.801,0.0954,0.0672,0.6410561865328122,0.4439818568113835,4,8,4196,441
How Long Has This Been Going On?,46,Ella Fitzgerald,Ella Sings Gershwin,"['adult standards', 'jazz blues', 'lounge', 'swing', 'vocal jazz']",66,0.303,0.175,0.09090909090909091,0.6145931472207071,0,0.0378,0.974,1.32e-06,0.105,0.25,0.9758217482824826,0.13814752173548406,4,8,1600,2731
Stardust,49,Ben Webster,See You At The Fair,"['bebop', 'hard bop', 'jazz', 'jazz saxophone', 'stride', 'swing', 'vocal jazz']",51,0.445,0.033,0.09090909090909091,0.42314176625179745,1,0.0665,0.971,0.546,0.157,0.514,1.0505135203904605,0.10257820580917502,3,8,503,7456
These Foolish Things (Remind Me Of You),45,Chet Baker,Chet In Paris: Everything Happens To Me ,"['adult standards', 'cool jazz', 'jazz', 'jazz trumpet', 'vocal jazz']",62,0.438,0.034,0.2727272727272727,0.44079436703525554,1,0.046,0.982,0.819,0.177,0.223,0.33443593717471265,0.1967326884906768,4,8,952,1718
(It Will Have To Do) Until The Real Thing Comes Along - Remastered,44,Dexter Gordon,A Swingin' Affair,"['bebop', 'hard bop', 'jazz', 'jazz fusion', 'jazz saxophone']",47,0.487,0.228,0.9090909090909091,0.7383596965339416,1,0.0438,0.954,0.000408,0.0737,0.197,0.35621429067104626,0.2864331441670627,4,8,1370,272
Goodbye,41,Cannonball Adderley,Know What I Mean? [Original Jazz Classics Remasters],"['bebop', 'big band', 'cool jazz', 'hard bop', 'jazz', 'jazz blues', 'jazz fusion', 'vocal jazz']",56,0.532,0.0358,0.0,0.5044875291317499,0,0.0406,0.959,0.78,0.144,0.283,0.6510894959635447,0.26386388415196665,4,8,825,4706
In The Wee Small Hours Of The Morning,42,Ben Webster,Jazz 'Round Midnight,"['bebop', 'hard bop', 'jazz', 'jazz saxophone', 'stride', 'swing', 'vocal jazz']",51,0.35,0.0277,0.18181818181818182,0.3652749541329895,1,0.0487,0.968,0.00371,0.092,0.202,1.0049501515116468,0.13500670934555925,3,8,503,4469
Ain't Misbehavin,41,Johnny Hartman,Songs from the Heart ,"['adult standards', 'jazz', 'lounge', 'vocal jazz']",52,0.494,0.124,0.7272727272727273,0.5734615956761044,1,0.0414,0.91,0.000164,0.0938,0.221,0.3542654576576994,0.11862821838919796,4,8,2606,7838
Autumn in Washington Square,41,Dave Brubeck,Jazz Impressions Of New York,"['american modern classical', 'bebop', 'cool jazz', 'jazz', 'jazz piano']",50,0.4,0.0244,0.45454545454545453,0.2799871076511131,0,0.0339,0.984,0.589,0.0748,0.141,0.48132127408572556,0.22928279891532247,3,8,1265,4476
Blue Lester,40,Lester Young,Blue Lester: The Immortal Lester Young,"['bebop', 'big band', 'hard bop', 'jazz', 'jazz saxophone', 'stride', 'swing', 'vocal jazz']",49,0.724,0.0542,0.7272727272727273,0.48296722368225314,1,0.0484,0.984,0.896,0.108,0.542,0.6908873262242373,0.14353316932710855,4,8,3061,1230
Spring Can Really Hang You Up The Most,40,Betty Carter,Inside Betty Carter,"['adult standards', 'jazz', 'lounge', 'stride', 'vocal jazz']",45,0.255,0.075,0.0,0.5463876630138345,0,0.0456,0.976,0.000274,0.319,0.118,0.3234600171173464,0.2221820748651142,4,8,524,4323
Autumn In New York,40,Chet Baker,Chet In Paris: Everything Happens To Me ,"['adult standards', 'cool jazz', 'jazz', 'jazz trumpet', 'vocal jazz']",62,0.555,0.0467,0.45454545454545453,0.4781573858283334,1,0.0442,0.973,0.848,0.0833,0.276,0.6735964932571535,0.29667398171703335,4,8,952,1718
Deep In A Dream,40,Sonny Clark,Leapin' And Lopin',"['bebop', 'contemporary post-bop', 'hard bop', 'jazz', 'jazz piano', 'soul jazz', 'stride']",44,0.45,0.0546,0.45454545454545453,0.5035453959438687,1,0.0396,0.933,0.0535,0.0978,0.131,0.5571233605514562,0.28151225853344886,3,8,4643,4876
My Foolish Heart,40,Gene Ammons,Makes It Happen,"['bebop', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz', 'stride']",44,0.313,0.116,0.0,0.653220607923836,0,0.0319,0.953,0.331,0.161,0.255,0.4283442437140016,0.11607167817505801,5,8,1920,5380
Soul Eyes,40,John Coltrane Quartet,Coltrane ,"['bebop', 'free jazz', 'hard bop', 'jazz', 'jazz quartet', 'jazz saxophone']",47,0.392,0.304,0.45454545454545453,0.6727574750830565,0,0.0427,0.936,0.166,0.0908,0.198,0.4513601350882469,0.22584425931620586,4,8,2560,1857
Prisoner Of Love,39,Coleman Hawkins,Coleman Hawkins Encounters Ben Webster ,"['bebop', 'big band', 'jazz', 'jazz saxophone', 'stride', 'swing', 'vocal jazz']",49,0.57,0.156,0.2727272727272727,0.5940397679377201,1,0.0445,0.945,0.588,0.14,0.339,0.49089195253406126,0.1767444298454055,4,8,1062,1836
Bewitched,39,Art Pepper,Modern Art,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz saxophone']",45,0.696,0.118,0.0,0.6546338077056577,0,0.0674,0.909,0.727,0.142,0.28,0.3813409359024774,0.18606343127114142,4,8,345,5649
Theme For Ernie,39,John Coltrane,Soultrane,"['bebop', 'free jazz', 'jazz', 'jazz saxophone']",63,0.479,0.191,0.09090909090909091,0.7108890762136162,1,0.0384,0.985,0.51,0.109,0.164,0.34119034951770727,0.2049425512286489,4,8,2559,7873
Spring Is Here,39,Bill Evans,Portrait In Jazz [Keepnews Collection],"['bebop', 'cool jazz', 'jazz', 'jazz fusion', 'jazz piano']",60,0.409,0.0432,0.7272727272727273,0.4021421133534983,1,0.0411,0.985,0.859,0.101,0.0815,0.6475445860609286,0.21620866064689273,4,8,557,6694
Don't Explain,40,Chet Baker,Baker's Holiday,"['adult standards', 'cool jazz', 'jazz', 'jazz trumpet', 'vocal jazz']",62,0.241,0.109,0.9090909090909091,0.5627758218872415,1,0.0328,0.979,0.84,0.12,0.13,0.9886828895931162,0.14401819909982946,3,8,952,860
Virgo - Remastered 2004,39,Wayne Shorter,Night Dreamer,"['contemporary jazz', 'contemporary post-bop', 'free jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz saxophone']",46,0.446,0.13,0.18181818181818182,0.6096345514950167,0,0.0386,0.971,0.445,0.108,0.172,0.6164962642548172,0.2982863213217411,4,8,5464,5998
I Guess I'll Hang My Tears Out To Dry,39,Cannonball Adderley Quartet,Cannonball Takes Charge,[],30,0.465,0.202,0.18181818181818182,0.6586006842862101,0,0.0338,0.905,0.00165,0.0929,0.22,0.6035021165367446,0.23386751838081127,4,8,826,1588
I Must Have That Man!,37,Billie Holiday,Lady Sings The Blues,"['adult standards', 'harlem renaissance', 'jazz', 'jazz blues', 'lounge', 'torch song', 'vocal jazz']",63,0.451,0.171,0.7272727272727273,0.6316507165170824,1,0.0411,0.932,0.0,0.176,0.338,0.7816208276468276,0.12794372536412177,4,8,561,4827
Fin De L'Affaire - 1998 - Remaster,37,Hank Mobley,The Capitol Vaults Jazz Series,"['bebop', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz']",47,0.571,0.136,0.45454545454545453,0.6163286557246987,0,0.0424,0.935,0.0547,0.167,0.326,0.7196109273438043,0.27934150568896593,4,8,2106,8606
Like Someone In Love,38,John Coltrane,Lush Life,"['bebop', 'free jazz', 'jazz', 'jazz saxophone']",63,0.554,0.141,0.0,0.7086577081370556,0,0.0447,0.984,0.645,0.135,0.581,0.7603976313293703,0.20818540158228732,4,8,2559,5287
Why Are We Afraid?,37,Art Pepper,Gettin' Together!,"['bebop', 'contemporary post-bop', 'cool jazz', 'hard bop', 'jazz', 'jazz saxophone']",45,0.574,0.00774,0.0,0.4002826399563643,1,0.0422,0.971,0.0164,0.0839,0.33,0.3584002220628716,0.15268443711386318,4,8,345,3406
502 Blues (Drinkin' And Drivin') - Rudy Van Gelder Edition/2000 Digital Remaster/24 Bit Mastering,38,Wayne Shorter,Adam's Apple ,"['contemporary jazz', 'contemporary post-bop', 'free jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz saxophone']",46,0.472,0.285,0.8181818181818182,0.5943620766598899,0,0.0342,0.921,0.133,0.115,0.236,0.7304307094446116,0.27568910570014815,3,8,5464,339
I Had The Craziest Dream,37,Dizzy Reece,Blues In Trinity,"['bebop', 'british jazz', 'hard bop', 'jazz trumpet']",28,0.446,0.193,0.9090909090909091,0.6955670154212328,1,0.0296,0.954,0.568,0.217,0.158,0.6303347135157642,0.1298817477845182,4,8,1417,1262
Stella By Starlight,36,Benny Golson,Turning Point,"['bebop', 'contemporary post-bop', 'hard bop', 'jazz', 'jazz saxophone', 'stride', 'vocal jazz']",44,0.258,0.0259,0.9090909090909091,0.35768830267268303,1,0.0419,0.976,0.95,0.217,0.145,0.25883625176378067,0.20447639149031338,3,8,510,9561
I Waited For You,36,Miles Davis,Miles Davis ,"['cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trumpet']",61,0.404,0.0621,0.45454545454545453,0.5633956463529528,1,0.0362,0.992,0.897,0.212,0.222,0.7599060859105735,0.1460771295183249,4,8,3547,5601
When Sunny Gets Blue,36,Charlie Rouse,Yeah!,"['bebop', 'hard bop', 'jazz saxophone']",29,0.548,0.148,0.45454545454545453,0.6100312391530718,1,0.0575,0.943,0.00681,0.125,0.272,0.5835338067590387,0.24341855134047133,4,8,933,10254
Goodbye,36,Gene Ammons,Makes It Happen,"['bebop', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz', 'stride']",44,0.367,0.175,0.45454545454545453,0.699038032429216,0,0.028,0.764,0.878,0.161,0.28,0.32271980754551133,0.11352771798384166,4,8,1920,5380
You Turned The Tables On Me,35,Stan Getz,Stan Getz Plays ,"['bossa nova', 'cool jazz', 'jazz', 'jazz saxophone', 'latin jazz', 'samba-jazz']",62,0.404,0.0679,0.45454545454545453,0.5029751574354143,0,0.0507,0.996,0.956,0.0997,0.636,0.3750722860909995,0.12368468871432166,3,8,4684,7946
Chelsea Bridge,35,Gerry Mulligan,Gerry Mulligan Meets Ben Webster,"['bebop', 'cool jazz', 'jazz', 'jazz saxophone', 'swing', 'vocal jazz']",48,0.514,0.0141,0.09090909090909091,0.36758070114543556,1,0.0448,0.958,0.458,0.111,0.112,0.6450810760796651,0.3092637891029046,4,8,1953,3372
Everytime We Say Goodbye,37,John Coltrane,My Favorite Things,"['bebop', 'free jazz', 'jazz', 'jazz saxophone']",63,0.447,0.121,0.2727272727272727,0.43214161749392566,1,0.0378,0.803,0.777,0.0695,0.0989,0.7041301380953483,0.24130370970898213,4,8,2559,5828
Blue And Sentimental - Remastered 2007/Rudy Van Gelder Edition,35,Ike Quebec,Blue And Sentimental ,"['bebop', 'bossa nova', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz']",44,0.544,0.18,0.2727272727272727,0.7240045619080676,1,0.038,0.944,0.198,0.125,0.334,0.5866045199046981,0.313708730535909,4,8,2236,1221
Who Can I Turn To (When Nobody Needs Me),35,Dexter Gordon,Gettin' Around,"['bebop', 'hard bop', 'jazz', 'jazz fusion', 'jazz saxophone']",47,0.425,0.0502,0.45454545454545453,0.5078593742252194,1,0.0425,0.991,0.392,0.106,0.323,0.4769089310911152,0.22112884739034414,3,8,1370,3403
Glad to Be Unhappy,34,Paul Desmond,Glad To Be Unhappy,"['bebop', 'bossa nova', 'cool jazz', 'jazz', 'jazz saxophone', 'vocal jazz']",51,0.435,0.0435,0.7272727272727273,0.3554817275747508,1,0.0423,0.987,0.76,0.0985,0.186,0.44836459947722707,0.24047412708618712,4,8,3948,3443
Mood,36,Miles Davis,E.S.P.,"['cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trumpet']",61,0.576,0.0521,0.09090909090909091,0.5056280061486587,1,0.036,0.782,0.00434,0.115,0.232,0.4783315213619857,0.37043974169019595,3,8,3547,2583
Blues In The Night,34,Sonny Clark,Blues In The Night,"['bebop', 'contemporary post-bop', 'hard bop', 'jazz', 'jazz piano', 'soul jazz', 'stride']",44,0.589,0.186,0.0,0.5746020726930132,1,0.0536,0.83,0.00266,0.164,0.185,0.6933855335291805,0.24832965251181124,4,8,4643,1261
Autumn Breeze,34,Paul Bley,Paul Bley,"['avant-garde jazz', 'contemporary jazz', 'ecm-style jazz', 'free improvisation', 'free jazz', 'jazz', 'jazz piano']",31,0.437,0.331,0.8181818181818182,0.6590469579015222,0,0.0458,0.983,0.794,0.153,0.48,0.7052751497767806,0.13265843839982108,4,8,3945,6487
Polka Dots And Moonbeams,34,Chet Baker,The Art Of The Ballad,"['adult standards', 'cool jazz', 'jazz', 'jazz trumpet', 'vocal jazz']",62,0.513,0.147,0.18181818181818182,0.6136262210541974,0,0.0351,0.963,0.929,0.241,0.315,0.7072355485646875,0.3310412065639764,4,8,952,8465
My Funny Valentine,35,Gerry Mulligan,What Is There To Say?,"['bebop', 'cool jazz', 'jazz', 'jazz saxophone', 'swing', 'vocal jazz']",48,0.329,0.0317,0.45454545454545453,0.43333168046809145,0,0.0441,0.972,0.939,0.147,0.267,0.43859730286137266,0.1719738055967124,4,8,1953,10013
Ballad,34,Stan Getz,Getz Meets Mulligan In Hi,"['bossa nova', 'cool jazz', 'jazz', 'jazz saxophone', 'latin jazz', 'samba-jazz']",62,0.394,0.0755,0.6363636363636364,0.5258590767094758,1,0.035,0.986,0.845,0.165,0.208,0.3782528740949782,0.24192781862402504,4,8,4684,3408
Violets For Your Furs - Rudy Van Gelder Remaster,37,John Coltrane,Coltrane [Rudy Van Gelder Remaster],"['bebop', 'free jazz', 'jazz', 'jazz saxophone']",63,0.588,0.234,0.45454545454545453,0.7508057718054247,1,0.0334,0.959,0.603,0.103,0.251,0.39965533991811436,0.2621306365491599,4,8,2559,1858
Something I Dreamed Last Night,33,Miles Davis Quintet,Steamin' [Rudy Van Gelder edition],"['bebop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion']",48,0.454,0.179,0.0,0.6471215351812367,1,0.0331,0.664,1.54e-06,0.1,0.221,0.6674492840785549,0.25997805484889996,4,8,3549,7991
Indian Summer,33,Coleman Hawkins,Wrapped Tight,"['bebop', 'big band', 'jazz', 'jazz saxophone', 'stride', 'swing', 'vocal jazz']",49,0.506,0.0508,0.45454545454545453,0.5382059800664452,0,0.0599,0.966,0.757,0.204,0.249,0.5632763526173349,0.2108223141651058,4,8,1062,10219
It's Easy To Remember,33,John Coltrane Quartet,Ballads,"['bebop', 'free jazz', 'hard bop', 'jazz', 'jazz quartet', 'jazz saxophone']",47,0.431,0.0821,0.45454545454545453,0.5821391381960629,0,0.0331,0.805,0.00184,0.136,0.211,0.6145069510305107,0.11579212211008919,3,8,2560,867
"Drad Dog (feat. Hank Mobley, Wynton Kelly, Paul Chambers & Jimmy Cobb)",35,Miles Davis,Someday My Prince Will Come,"['cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trumpet']",61,0.494,0.139,0.9090909090909091,0.5869241830713541,1,0.032,0.924,0.000596,0.0734,0.238,0.5677580902593048,0.2017926532666126,4,8,3547,7796
Black Coffee,33,Duke Pearson,Profile,"['hard bop', 'jazz piano', 'soul jazz']",31,0.565,0.254,0.9090909090909091,0.6162294838101849,0,0.0406,0.939,0.836,0.0833,0.0957,0.5675209918808264,0.1900610830001957,3,8,1498,6778
I Don't Stand A Ghost Of A Chance With You,33,Clifford Brown,Brown And Roach Incorporated,"['bebop', 'big band', 'hard bop', 'jazz', 'jazz fusion', 'jazz trumpet']",48,0.558,0.179,0.0,0.6222045916596419,1,0.0481,0.968,0.862,0.114,0.247,0.6289526034558535,0.30928196024712756,4,8,1042,1447
You Know I Care - Rudy Van Gelder Edition / 2004 Digital Remaster,33,Joe Henderson,Inner Urge ,"['avant-garde jazz', 'bebop', 'big band', 'contemporary jazz', 'contemporary post-bop', 'free jazz', 'hard bop', 'japanese jazz', 'jazz', 'jazz funk', 'jazz fusion', 'jazz saxophone', 'soul jazz']",43,0.476,0.263,0.09090909090909091,0.6590965438587791,1,0.0339,0.919,0.117,0.105,0.207,0.5464828479563277,0.309049229823041,3,8,2515,4320
"Softly As In A Morning Sunrise - Live At The Village Vanguard, New York City, NY/1957/Evening Alternate Take 7",32,Sonny Rollins,A Night At The Village Vanguard ,"['bebop', 'big band', 'contemporary post-bop', 'free jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz saxophone']",49,0.619,0.128,0.0,0.5188674567362522,1,0.0924,0.79,0.612,0.0958,0.42,0.830653928893618,0.27910877526487937,4,8,4646,250
Ernie's Tune,32,Dexter Gordon,Ballads,"['bebop', 'hard bop', 'jazz', 'jazz fusion', 'jazz saxophone']",47,0.509,0.0531,0.9090909090909091,0.5514454306540387,0,0.0438,0.984,0.179,0.0698,0.212,0.710722629594504,0.1794099969248833,4,8,1370,867
Carolyn - Remastered 2000 / Rudy Van Gelder Edition,32,Hank Mobley,No Room For Squares ,"['bebop', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz']",47,0.569,0.123,0.45454545454545453,0.6261466752615659,0,0.0408,0.972,0.772,0.165,0.257,0.6692998080081424,0.23109012887534594,4,8,2106,6071
I See Your Face Before Me - RVG Remaster,32,John Coltrane,Settin' The Pace [RVG Edition],"['bebop', 'free jazz', 'jazz', 'jazz saxophone']",63,0.388,0.147,0.9090909090909091,0.6547329796201716,1,0.0347,0.957,0.787,0.115,0.193,1.054613587471953,0.41703265214838836,3,8,2559,7502
All The Way - Rudy Van Gelder Edition / 2007 / Digital Remaster,31,Lee Morgan,Candy ,"['bebop', 'big band', 'free jazz', 'hard bop', 'jazz', 'jazz trumpet', 'soul jazz']",45,0.507,0.231,0.0,0.7190211732037487,0,0.033,0.978,0.897,0.129,0.333,0.6770141796396105,0.312524810600766,4,8,3022,1581
Summer Night,31,Miles Davis,Seven Steps To Heaven ,"['cool jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz trumpet']",61,0.483,0.0448,0.0,0.5890067932761442,0,0.0366,0.814,0.000575,0.116,0.218,0.6522749878559367,0.253063235581896,3,8,3547,7511
The Blues In My Flat,31,Earl Hines,Once Upon A Time,"['bebop', 'big band', 'boogie-woogie', 'jazz', 'jazz piano', 'stride', 'swing', 'vintage jazz']",34,0.45,0.243,0.0,0.640675360737839,0,0.0681,0.813,0.000827,0.0448,0.245,1.0466679003492865,0.33570000838668196,3,8,1524,6266
Night Hawk,31,Coleman Hawkins,Night Hawk,"['bebop', 'big band', 'jazz', 'jazz saxophone', 'stride', 'swing', 'vocal jazz']",49,0.554,0.0794,0.45454545454545453,0.48413249367779043,1,0.0453,0.88,0.631,0.11,0.304,0.7150366635053551,0.44011419865253976,4,8,1062,6000
I Can't Get Started,30,Lee Konitz,Lee Konitz with Warne Marsh,"['bebop', 'cool jazz', 'free jazz', 'jazz', 'jazz saxophone', 'stride', 'vocal jazz']",44,0.684,0.115,0.0,0.6395596766995587,1,0.06,0.975,0.863,0.109,0.317,0.4094168536466888,0.16423918816918734,4,8,3021,4889
Thursday's Theme,30,Benny Golson,Benny Golson And The Philadelphians,"['bebop', 'contemporary post-bop', 'hard bop', 'jazz', 'jazz saxophone', 'stride', 'vocal jazz']",44,0.484,0.069,0.0,0.41845589329101995,1,0.0383,0.961,0.00811,0.0858,0.272,0.4685410931970115,0.320390120488664,4,8,510,1006
A Handful Of Stars,29,Stan Getz,Stan Getz And The Cool Sounds,"['bossa nova', 'cool jazz', 'jazz', 'jazz saxophone', 'latin jazz', 'samba-jazz']",62,0.416,0.107,0.8181818181818182,0.5425695443050528,0,0.0415,0.981,0.00405,0.111,0.172,0.7924001295366752,0.1393866539934584,4,8,4684,7942
Little Girl Blue,29,Hank Mobley,Messages,"['bebop', 'hard bop', 'jazz', 'jazz saxophone', 'soul jazz']",47,0.487,0.0532,0.7272727272727273,0.4815788168790598,1,0.0514,0.945,0.305,0.0969,0.315,0.5338530221368926,0.36570615862011124,4,8,2106,5543
You Don't Know What Love Is,29,Miles Davis Quintet,Walkin',"['bebop', 'cool jazz', 'hard bop', 'jazz', 'jazz fusion']",48,0.513,0.215,0.2727272727272727,0.6267664997272773,1,0.0373,0.957,0.0928,0.104,0.326,0.3792590964816914,0.18151575298426098,4,8,3549,9884
House Of Jade - Rudy Van Gelder 24 Bit Mastering/1999 Digital Remaster,29,Wayne Shorter,JuJu,"['contemporary jazz', 'contemporary post-bop', 'free jazz', 'hard bop', 'jazz', 'jazz fusion', 'jazz saxophone']",46,0.427,0.308,0.6363636363636364,0.7166410472554173,0,0.0283,0.894,0.00587,0.117,0.178,0.5695450024288127,0.28908892678426656,3,8,5464,4535
You're Mine You - 2006 Digital Remaster,30,Lee Morgan,City Lights,"['bebop', 'big band', 'free jazz', 'hard bop', 'jazz', 'jazz trumpet', 'soul jazz']",45,0.49,0.285,0.7272727272727273,0.693062924579759,1,0.0341,0.974,0.907,0.145,0.223,0.40451874812056166,0.25112521316149955,4,8,3022,1771
I've Grown Accustomed To Your Face - Rudy Van Gelder Remaster,29,Sonny Rollins Quintet,Plays For Bird ,[],16,0.543,0.171,0.2727272727272727,0.6613031189567113,1,0.041,0.966,0.665,0.109,0.473,0.38178621822303443,0.20374046014928293,4,8,4648,6649
Água de Beber,63,Astrud Gilberto,The Astrud Gilberto Album,"['adult standards', 'bossa nova', 'brazilian jazz', 'lounge', 'samba-jazz', 'vocal jazz']",60,0.653,0.319,0.36363636363636365,0.5250904943719938,0,0.0364,0.439,0.0,0.0906,0.845,0.8550461474404942,0.09645592798635766,4,8,372,8473
"Theme From New York, New York - 2008 Remastered",61,Frank Sinatra,Nothing But The Best ,"['adult standards', 'easy listening', 'lounge']",74,0.312,0.497,0.18181818181818182,0.7944166212128725,1,0.0309,0.587,0.0,0.246,0.546,0.5453898822604151,0.14320748651141987,4,8,1831,6119
The Way You Look Tonight,60,Tony Bennett,"Rarities, Outtakes & Other Delights, Vol. 2","['adult standards', 'easy listening', 'lounge', 'vocal jazz']",61,0.421,0.0533,0.0,0.419993057965984,1,0.0405,0.946,0.000437,0.131,0.111,0.6476602438065278,0.14208926225154456,4,8,5253,6935
The Lady Is A Tramp,42,Ella Fitzgerald,"Love, Ella","['adult standards', 'jazz blues', 'lounge', 'swing', 'vocal jazz']",66,0.458,0.303,0.6363636363636364,0.6633113502256162,1,0.0967,0.816,0.0,0.152,0.592,0.47268742337674363,0.1410080791702776,4,8,1600,5255
Cry Me A River,58,Julie London,Julie Is Her Name,"['adult standards', 'easy listening', 'lounge', 'torch song', 'vocal jazz']",56,0.496,0.0688,0.36363636363636365,0.5966430306937075,0,0.0545,0.964,0.00229,0.112,0.161,0.6933566190927807,0.12480291297419698,4,8,2697,4542
These Are The Days,57,Jamie Cullum,Twentysomething,"['adult standards', 'contemporary vocal jazz', 'jazz pop', 'neo mellow', 'vocal jazz']",57,0.539,0.443,0.6363636363636364,0.7912183269698021,1,0.0366,0.575,1.26e-05,0.137,0.409,0.8546471282181768,0.14075647871180566,4,8,2367,9568
September In The Rain,57,Dinah Washington,September In The Rain,"['adult standards', 'jazz blues', 'lounge', 'soul', 'swing', 'vocal jazz']",57,0.401,0.213,0.09090909090909091,0.6413447711608072,1,0.0545,0.346,1.05e-05,0.0596,0.678,0.6396509449237816,0.09038956137653406,4,8,1399,7484
How Insensitive,54,Stacey Kent,The Changing Lights ,"['adult standards', 'contemporary vocal jazz', 'lounge', 'vocal jazz']",59,0.53,0.123,0.36363636363636365,0.47944662071701294,1,0.046,0.912,0.0201,0.103,0.151,0.624725312854202,0.17061516312096392,4,8,4680,8612
It Don't Mean A Thing (If It Ain't Got That Swing),40,Ella Fitzgerald,Ella Fitzgerald Sings The Duke Ellington Song Book,"['adult standards', 'jazz blues', 'lounge', 'swing', 'vocal jazz']",66,0.567,0.379,0.0,0.6599642981107751,1,0.11,0.657,0.0,0.103,0.739,0.8344301542874327,0.178040172206536,4,8,1600,2725
I Could Write a Book,52,"Harry Connick, Jr.",When Harry Met Sally... Music From The Motion Picture,"['adult standards', 'contemporary vocal jazz', 'lounge', 'vocal jazz']",51,0.453,0.228,0.0,0.621931868894729,1,0.0444,0.736,1.32e-06,0.193,0.471,0.7373007795332054,0.10278367951692712,4,8,2118,10051
Tea For Two,51,BLOSSOM DEARIE,Once Upon A Summertime,"['adult standards', 'jazz', 'lounge', 'swing', 'vocal jazz']",52,0.429,0.0194,0.9090909090909091,0.34382902761937817,0,0.0378,0.957,1.18e-05,0.159,0.13,0.5772015451874812,0.14266654552570518,4,8,424,6265
Everything Happens to Me,51,Chet Baker,Chet Baker Sings: It Could Happen To You [Original Jazz Classics Remasters] ,"['adult standards', 'cool jazz', 'jazz', 'jazz trumpet', 'vocal jazz']",62,0.511,0.193,0.6363636363636364,0.5911637824168195,1,0.0439,0.809,2.17e-05,0.129,0.164,0.6728273692489187,0.21329219199910543,4,8,952,1717
Come Fly With Me - Remastered 1998,43,Frank Sinatra,Ultimate Sinatra,"['adult standards', 'easy listening', 'lounge']",74,0.454,0.483,1.0,0.7906480884613477,1,0.0406,0.689,0.0,0.124,0.497,0.7756008419883881,0.13848298901344663,4,8,1831,9607
